|Department|Title|Pay Grade|Annual Salary|Ethnic Code|Description|Gender|Year of Birth|EEO Job description
2316|Circuit Court Satellite|Satellite Department||51,312.00|99|Unknown|F|1961|Professionals
2317|Circuit Court Satellite|Satellite Department||31,668.00|99|Unknown|M|1974|Professionals
2318|Circuit Court Satellite|Satellite Department||37,596.00|01|White (Not of Hispanic Origin)|M|1949|Professionals
2319|Circuit Court Satellite|Satellite Department||44,340.00|99|Unknown|F|1958|Professionals
2320|Circuit Court Satellite|Satellite Department||55,740.00|99|Unknown|M|1965|Professionals
2321|Circuit Court Satellite|Satellite Department||89,976.00|99|Unknown|F|1960|Professionals
2324|Circuit Court Satellite|Satellite Department||77,952.00|99|Unknown|M|1962|Professionals
2325|Circuit Court Satellite|Satellite Department||57,012.00|99|Unknown|F|1970|Professionals
2330|Circuit Court Satellite|Satellite Department||84,444.00|01|White (Not of Hispanic Origin)|M|1967|Professionals
2365|Circuit Court Satellite|Satellite Department||35,796.00|01|White (Not of Hispanic Origin)|M|1957|Professionals
6553|Circuit Court Satellite|Satellite Department||32,892.00|02|Black|F|1956|Administrative Support
6567|Circuit Court Satellite|Satellite Department||32,892.00|02|Black|M|1989|Administrative Support
6578|Circuit Court Satellite|Satellite Department||32,892.00|01|White (Not of Hispanic Origin)|F|1965|Administrative Support
6592|Circuit Court Satellite|Satellite Department||60,000.00|01|White (Not of Hispanic Origin)|F|1977|Administrative Support
6604|Circuit Court Satellite|Satellite Department||32,892.00|01|White (Not of Hispanic Origin)|M|1986|Administrative Support
6641|Circuit Court Satellite|Satellite Department||32,856.00|01|White (Not of Hispanic Origin)|F|1991|Administrative Support
6796|Circuit Court Satellite|Satellite Department||30,000.00|01|White (Not of Hispanic Origin)|F|1991|Administrative Support
6824|Circuit Court Satellite|Satellite Department||54,864.00|01|White (Not of Hispanic Origin)|F|1974|Administrative Support
7423|Circuit Court Satellite|Satellite Department||32,856.00|01|White (Not of Hispanic Origin)|F|1990|Administrative Support
7490|Circuit Court Satellite|Satellite Department||35,328.00|01|White (Not of Hispanic Origin)|F|1988|Administrative Support
7577|Circuit Court Satellite|Satellite Department||44,448.00|01|White (Not of Hispanic Origin)|F|1968|Administrative Support
7578|Circuit Court Satellite|Satellite Department||45,612.00|01|White (Not of Hispanic Origin)|F|1960|Administrative Support
7588|Circuit Court Satellite|Satellite Department||44,460.00|01|White (Not of Hispanic Origin)|F|1962|Administrative Support
7589|Circuit Court Satellite|Satellite Department||44,448.00|01|White (Not of Hispanic Origin)|F|1971|Administrative Support
7600|Circuit Court Satellite|Satellite Department||60,000.00|01|White (Not of Hispanic Origin)|M|1959|Administrative Support
7617|Circuit Court Satellite|Satellite Department||32,856.00|01|White (Not of Hispanic Origin)|M|1989|Administrative Support
7652|Circuit Court Satellite|Satellite Department||39,276.00|01|White (Not of Hispanic Origin)|F|1952|Administrative Support
7674|Circuit Court Satellite|Satellite Department||40,932.00|01|White (Not of Hispanic Origin)|M|1984|Administrative Support
7689|Circuit Court Satellite|Satellite Department||49,764.00|01|White (Not of Hispanic Origin)|M|1958|Administrative Support
7693|Circuit Court Satellite|Satellite Department||46,740.00|99|Unknown|F|1971|Administrative Support
7703|Circuit Court Satellite|Satellite Department||40,440.00|02|Black|F|1973|Administrative Support
7707|Circuit Court Satellite|Satellite Department||38,592.00|01|White (Not of Hispanic Origin)|M|1983|Administrative Support
7751|Circuit Court Satellite|Satellite Department||41,808.00|02|Black|F|1965|Administrative Support
7789|Circuit Court Satellite|Satellite Department||29,136.00|01|White (Not of Hispanic Origin)|M|1991|Administrative Support
7803|Circuit Court Satellite|Satellite Department||42,972.00|01|White (Not of Hispanic Origin)|F|1959|Administrative Support
7844|Circuit Court Satellite|Satellite Department||46,872.00|01|White (Not of Hispanic Origin)|F|1982|Administrative Support
7847|Circuit Court Satellite|Satellite Department||36,648.00|01|White (Not of Hispanic Origin)|F|1986|Administrative Support
2706|Clerk and Master|Deputy Clerk & Master I||27,709.50|01|White (Not of Hispanic Origin)|F|1987|Professionals
6716|Clerk and Master|Deputy Clerk & Master I||30,000.00|02|Black|F|1987|Administrative Support
876|Clerk and Master|Clerk & Master|NS|125,453.00|02|Black|F|1964|Professionals
1048|Clerk and Master|Supervisor Clerk & Maste|NS|72,839.34|01|White (Not of Hispanic Origin)|F|1964|Professionals
1049|Clerk and Master|Deputy Clerk & Master II|NS|62,482.03|02|Black|F|1953|Professionals
1265|Clerk and Master|Supervisor Clerk & Maste|NS|77,174.29|01|White (Not of Hispanic Origin)|F|1959|Professionals
1278|Clerk and Master|Deputy Clerk & Master II|NS|58,949.49|01|White (Not of Hispanic Origin)|F|1960|Professionals
1365|Clerk and Master|Deputy Clerk & Master II|NS|45,021.59|01|White (Not of Hispanic Origin)|F|1967|Professionals
1419|Clerk and Master|Supervisor Clerk & Maste|NS|64,751.15|01|White (Not of Hispanic Origin)|F|1965|Professionals
1444|Clerk and Master|Deputy Clerk & Master II|NS|46,044.71|01|White (Not of Hispanic Origin)|F|1971|Professionals
1838|Clerk and Master|Deputy Clerk & Master I|NS|35,053.52|01|White (Not of Hispanic Origin)|F|1955|Professionals
1965|Clerk and Master|Deputy Clerk & Master I|NS|34,792.58|01|White (Not of Hispanic Origin)|F|1972|Professionals
2099|Clerk and Master|Deputy Clerk & Master I|NS|36,407.17|01|White (Not of Hispanic Origin)|M|1952|Professionals
2150|Clerk and Master|Deputy Clerk & Master I|NS|33,922.76|02|Black|F|1957|Professionals
2378|Clerk and Master|Deputy Clerk & Master I|NS|39,141.65|02|Black|M|1969|Professionals
2563|Clerk and Master|Deputy Clerk & Master I|NS|29,999.84|01|White (Not of Hispanic Origin)|M|1984|Professionals
7799|Clerk and Master|Deputy Clerk & Master I|NS|32,618.04|01|White (Not of Hispanic Origin)|F|1988|Administrative Support
143|Codes Administration|Codes Admin Dir|DP02|118,315.12|01|White (Not of Hispanic Origin)|M|1949|Officials and Administrators
7356|Codes Administration|Office Support Rep 3|SR06|29,698.25|04|Asian or Pacific Islander|F|1960|Administrative Support
7728|Codes Administration|Office Support Rep 3|SR06|29,698.25|01|White (Not of Hispanic Origin)|F|1974|Administrative Support
7769|Codes Administration|Office Support Rep 3|SR06|29,698.25|01|White (Not of Hispanic Origin)|F|1958|Administrative Support
7830|Codes Administration|Office Support Rep 3|SR06|29,698.25|02|Black|F|1967|Administrative Support
7445|Codes Administration|Office Support Rep 3|SR06|33,532.19|01|White (Not of Hispanic Origin)|F|1950|Administrative Support
6901|Codes Administration|Office Support Rep 3|SR06|34,490.67|01|White (Not of Hispanic Origin)|F|1965|Administrative Support
6888|Codes Administration|Office Support Rep 3|SR06|35,449.16|02|Black|F|1959|Administrative Support
6987|Codes Administration|Office Support Rep 3|SR06|35,449.16|01|White (Not of Hispanic Origin)|F|1964|Administrative Support
7003|Codes Administration|Office Support Spec 1|SR07|41,650.81|02|Black|F|1953|Administrative Support
7794|Codes Administration|Office Support Spec 2|SR08|36,785.55|01|White (Not of Hispanic Origin)|F|1953|Administrative Support
2956|Codes Administration|Application Tech 2|SR08|40,345.03|01|White (Not of Hispanic Origin)|F|1972|Technicians
86|Codes Administration|Bldg Inspector 1|SR09|39,427.72|01|White (Not of Hispanic Origin)|M|1962|Officials and Administrators
92|Codes Administration|Plumbing Inspector 1|SR09|39,427.72|01|White (Not of Hispanic Origin)|M|1953|Officials and Administrators
434|Codes Administration|Mech/Gas Inspector 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|M|1961|Officials and Administrators
573|Codes Administration|Plumbing Inspector 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|M|1968|Officials and Administrators
592|Codes Administration|Plumbing Inspector 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|M|1969|Officials and Administrators
595|Codes Administration|Property Stan Insp 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|F|1964|Officials and Administrators
607|Codes Administration|Electrical Inspector 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|M|1982|Officials and Administrators
609|Codes Administration|Electrical Inspector 1|SR09|40,741.94|01|White (Not of Hispanic Origin)|M|1960|Officials and Administrators
523|Codes Administration|Property Stan Insp 1|SR09|42,056.16|02|Black|M|1977|Officials and Administrators
563|Codes Administration|Mech/Gas Inspector 1|SR09|42,056.16|01|White (Not of Hispanic Origin)|M|1962|Officials and Administrators
570|Codes Administration|Plumbing Inspector 1|SR09|42,056.16|01|White (Not of Hispanic Origin)|M|1970|Officials and Administrators
526|Codes Administration|Property Stan Insp 1|SR09|43,370.38|02|Black|F|1960|Officials and Administrators
489|Codes Administration|Property Stan Insp 1|SR09|44,684.60|01|White (Not of Hispanic Origin)|M|1972|Officials and Administrators
529|Codes Administration|Electrical Inspector 1|SR09|44,684.60|01|White (Not of Hispanic Origin)|M|1967|Officials and Administrators
530|Codes Administration|Electrical Inspector 1|SR09|44,684.60|01|White (Not of Hispanic Origin)|M|1956|Officials and Administrators
408|Codes Administration|Property Stan Insp 1|SR09|45,998.83|01|White (Not of Hispanic Origin)|M|1958|Officials and Administrators
446|Codes Administration|Property Stan Insp 1|SR09|45,998.83|01|White (Not of Hispanic Origin)|M|1947|Officials and Administrators
527|Codes Administration|Electrical Inspector 1|SR09|45,998.83|01|White (Not of Hispanic Origin)|M|1980|Officials and Administrators
417|Codes Administration|Property Stan Insp 1|SR09|47,313.05|02|Black|M|1955|Officials and Administrators
464|Codes Administration|Property Stan Insp 1|SR09|47,313.05|01|White (Not of Hispanic Origin)|M|1971|Officials and Administrators
465|Codes Administration|Mech/Gas Inspector 1|SR09|47,313.05|01|White (Not of Hispanic Origin)|M|1944|Officials and Administrators
331|Codes Administration|Property Stan Insp 1|SR09|48,627.27|01|White (Not of Hispanic Origin)|M|1953|Officials and Administrators
382|Codes Administration|Property Stan Insp 1|SR09|48,627.27|02|Black|M|1972|Officials and Administrators
437|Codes Administration|Property Stan Insp 1|SR09|49,941.49|03|Hispanic|F|1977|Officials and Administrators
134|Codes Administration|Property Stan Insp 1|SR09|25,625.60|01|White (Not of Hispanic Origin)|M|1951|Officials and Administrators
302|Codes Administration|Electrical Inspector 1|SR09|51,255.71|01|White (Not of Hispanic Origin)|M|1957|Officials and Administrators
338|Codes Administration|Bldg Inspector 1|SR09|51,255.71|01|White (Not of Hispanic Origin)|M|1956|Officials and Administrators
1434|Codes Administration|Admin Svcs Officer 3|SR10|43,550.89|01|White (Not of Hispanic Origin)|F|1963|Professionals
7248|Codes Administration|Cust Svc Supv|SR10|43,550.89|01|White (Not of Hispanic Origin)|F|1966|Administrative Support
416|Codes Administration|Electrical Inspector 2|SR10|45,002.34|01|White (Not of Hispanic Origin)|M|1967|Officials and Administrators
564|Codes Administration|Mech/Gas Inspector 2|SR10|45,002.34|01|White (Not of Hispanic Origin)|M|1971|Officials and Administrators
590|Codes Administration|Plumbing Inspector 2|SR10|45,002.34|01|White (Not of Hispanic Origin)|M|1954|Officials and Administrators
624|Codes Administration|Bldg Inspector 2|SR10|45,002.34|01|White (Not of Hispanic Origin)|M|1964|Officials and Administrators
1478|Codes Administration|Admin Svcs Officer 3|SR10|45,002.34|01|White (Not of Hispanic Origin)|F|1951|Professionals
7275|Codes Administration|Compliance Inspector 3|SR10|47,905.24|01|White (Not of Hispanic Origin)|F|1967|Administrative Support
518|Codes Administration|Bldg Inspector 2|SR10|49,356.69|01|White (Not of Hispanic Origin)|M|1942|Officials and Administrators
296|Codes Administration|Property Stand Insp 2|SR10|52,259.59|01|White (Not of Hispanic Origin)|M|1961|Officials and Administrators
303|Codes Administration|Bldg Inspector 2|SR10|53,711.04|01|White (Not of Hispanic Origin)|M|1954|Officials and Administrators
351|Codes Administration|Bldg Inspector 2|SR10|53,711.04|01|White (Not of Hispanic Origin)|M|1950|Officials and Administrators
106|Codes Administration|Bldg Inspector 2|SR10|28,306.72|01|White (Not of Hispanic Origin)|M|1935|Officials and Administrators
305|Codes Administration|Mech/Gas Inspector 2|SR10|56,613.94|01|White (Not of Hispanic Origin)|M|1954|Officials and Administrators
343|Codes Administration|Property Stand Insp 2|SR10|56,613.94|01|White (Not of Hispanic Origin)|F|1957|Officials and Administrators
354|Codes Administration|Bldg Inspector 2|SR10|56,613.94|01|White (Not of Hispanic Origin)|M|1945|Officials and Administrators
490|Codes Administration|Zoning Examiner|SR11|47,958.02|01|White (Not of Hispanic Origin)|M|1981|Officials and Administrators
612|Codes Administration|Combination Codes Inspector|SR11|47,958.02|01|White (Not of Hispanic Origin)|M|1975|Officials and Administrators
499|Codes Administration|Combination Codes Inspector|SR11|52,752.55|01|White (Not of Hispanic Origin)|M|1959|Officials and Administrators
356|Codes Administration|Zoning Examiner|SR11|54,350.73|02|Black|M|1958|Officials and Administrators
463|Codes Administration|Combination Codes Inspector|SR11|54,350.73|01|White (Not of Hispanic Origin)|M|1950|Officials and Administrators
1761|Codes Administration|Urban Forester|SR11|60,743.45|01|White (Not of Hispanic Origin)|M|1964|Professionals
136|Codes Administration|Zoning Examiner|SR11|62,341.62|01|White (Not of Hispanic Origin)|M|1957|Officials and Administrators
307|Codes Administration|Zoning Examiner|SR11|62,341.62|01|White (Not of Hispanic Origin)|M|1964|Officials and Administrators
66|Codes Administration|Admin Svcs Officer 4|SR12|52,691.33|01|White (Not of Hispanic Origin)|M|1975|Officials and Administrators
318|Codes Administration|Electrical Inspection Chief|SR12|56,613.94|01|White (Not of Hispanic Origin)|M|1955|Officials and Administrators
322|Codes Administration|Mech/Gas Inspection Chief|SR12|60,010.86|01|White (Not of Hispanic Origin)|M|1947|Officials and Administrators
334|Codes Administration|Zoning Examination Chief|SR12|65,236.08|01|White (Not of Hispanic Origin)|M|1972|Officials and Administrators
339|Codes Administration|Property Standards Insp Chief|SR12|64,877.18|01|White (Not of Hispanic Origin)|M|1947|Officials and Administrators
345|Codes Administration|Bldg Inspection Chief|SR12|62,657.25|01|White (Not of Hispanic Origin)|M|1959|Officials and Administrators
353|Codes Administration|Property Standards Insp Chief|SR12|64,877.18|02|Black|M|1953|Officials and Administrators
569|Codes Administration|Plumbing Inspection Chief|SR12|52,690.56|01|White (Not of Hispanic Origin)|M|1954|Officials and Administrators
801|Codes Administration|Plans Examiner 2|SR12|56,000.00|01|White (Not of Hispanic Origin)|M|1950|Professionals
1027|Codes Administration|Admin Svcs Officer 4|SR12|62,341.62|01|White (Not of Hispanic Origin)|M|1957|Professionals
1454|Codes Administration|Admin Svcs Officer 4|SR12|52,691.33|02|Black|F|1953|Professionals
1479|Codes Administration|Admin Svcs Officer 4|SR12|52,691.33|01|White (Not of Hispanic Origin)|F|1955|Professionals
1532|Codes Administration|Plans Examiner 2|SR12|68,501.05|02|Black|M|1957|Professionals
1566|Codes Administration|Admin Svcs Officer 4|SR12|62,280.40|01|White (Not of Hispanic Origin)|F|1951|Professionals
2092|Codes Administration|Plans Examiner 2|SR12|68,501.05|01|White (Not of Hispanic Origin)|M|1953|Professionals
2467|Codes Administration|Plans Examiner 2|SR12|52,691.33|01|White (Not of Hispanic Origin)|M|1945|Professionals
2504|Codes Administration|Plans Examiner 2|SR12|52,691.33|01|White (Not of Hispanic Origin)|M|1965|Professionals
319|Codes Administration|Codes Admin Asst Dir|SR15|104,503.18|01|White (Not of Hispanic Origin)|M|1950|Officials and Administrators
419|Codes Administration|Codes Admin Asst Dir|SR15|95,738.86|01|White (Not of Hispanic Origin)|M|1951|Officials and Administrators
474|Codes Administration|Codes Admin Asst Dir|SR15|94,883.17|02|Black|M|1956|Officials and Administrators
475|Codes Administration|Metropolitan Zoning Admin|SR15|111,603.27|01|White (Not of Hispanic Origin)|M|1961|Officials and Administrators
587|Community Ed Commission|Executive Dir-Community Ed Com|NS|74,293.44|02|Black|F|1982|Officials and Administrators
861|Community Ed Commission|Program Spec 1|NS|32,500.00|01|White (Not of Hispanic Origin)|F|1988|Professionals
2698|Community Ed Commission|Program Coord|NS|46,108.61|01|White (Not of Hispanic Origin)|M|1964|Professionals
8501|Convention Center Authority|Housekeeping-Convention Ctr|CA0|22,880.00|02|Black|F|1980|Service Maintenance
3585|Convention Center Authority|Set Up Staff-Convention Ctr|CA01|24,024.00|02|Black|M|1981|Technicians
4810|Convention Center Authority|Security & Parking Off 1 -MCC|CA01|11,573.12|02|Black|M|1954|Protective Service Workers
5397|Convention Center Authority|Security & Parking Off 2-MCC|CA01|27,976.00|02|Black|M|1987|Protective Service Workers
5417|Convention Center Authority|Security & Parking Off 1 -MCC|CA01|11,190.40|02|Black|M|1962|Protective Service Workers
