Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
118621|SR1200| $53,250.00 |04400|Appraiser 4|016|Assessor of Property|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1968
118622|SR0901| $39,821.99 |10119|Office Support Mgr|016|Assessor of Property|F|Full Time|006|Administrative Support|F|02|Black|1977
120025|TG0802| $34,923.20 |06229|Treatment Plant Tech 1|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|02|Black|1961
120031|TG0502| $29,631.63 |06826|Equip Operator 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1993
120032|NS| $32,378.50 |07378|Program Spec 1|028|State Trial Courts|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1978
120047|ET0301| $39,821.99 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1989
120048|ET0301| $39,821.99 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1979
120050|ET0201| $32,356.77 |10408|Emer Telecommunications Off 2|091|Emergency Communication Center|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1990
120281|SR1200| $54,548.70 |10152|Finance Officer 3|008|Human Resources|F|Full Time|002|Professionals|F|04|Asian or Pacific Islander|1953
120419|SR1100| $48,437.60 |07376|Program Mgr 1|044|Human Relations Commission|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1983
120538|CA0400| $44,886.40 |10734|Network Tech 2-MCC|071|Convention Center Authority|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1983
120539|SR1300| $65,326.56 |10552|Sr Internal Auditor|048|Internal Audit|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1983
120548|SR0701| $32,356.77 |07365|Police Operations Coord 1|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1988
122477|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1978
122481|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1982
122482|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1968
122484|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
122490|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1987
122492|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
122493|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1981
122494|CO0201| $35,955.04 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
122496|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|F|02|Black|1984
122497|SR0901| $39,821.99 |10638|Sheriff Education Coord|030|Sheriff|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1978
122498|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
122501|CO0201| $35,955.04 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1981
122502|CO0201| $35,955.04 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|02|Black|1983
122503|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1981
122504|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1990
122505|CO0201| $35,955.04 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1990
122507|CO0201| $35,955.04 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|31|Two or More Races|1987
123436|SR0508| $25,198.99 |10121|Office Support Rep 2|031|Police|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1979
123437|SR0508| $25,198.99 |10121|Office Support Rep 2|031|Police|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1979
123442|MAC01A| $24,172.43 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|002|Professionals|F|02|Black|1988
123444|MAC01A| $24,172.43 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1953
123445|CA0700| $52,000.00 |10676|Engineering Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|007|Skilled Craft Workers|M|02|Black|1969
123451|SR0602| $29,995.23 |03440|Equip & Supply Clerk 2|032|Fire|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1976
123452|SR0602| $29,995.23 |03440|Equip & Supply Clerk 2|032|Fire|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1983
123454|TG0802| $34,924.61 |06229|Treatment Plant Tech 1|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1962
123520|SR0401| $23,113.20 |02900|Circulation Asst 1|039|Public Library|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1989
123765|CA0400| $39,000.00 |10696|Adm Asst/Finance-MCC|071|Convention Center Authority|F|Full Time|006|Administrative Support|F|02|Black|1956
123937|TG0502| $29,631.63 |04160|Sanitation Worker|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1974
123938|TG032M| $25,977.12 |02799|Maint & Repair Worker 1|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1985
123939|TG0802| $34,924.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1993
123941|TG042M| $28,563.54 |07328|Maint & Repair Worker 2|040|Parks|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
124015|RP1001| $14,632.80 |09102|Part Time Worker 3|040|Parks|P|Part Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1996
124377|| $60,600.00 ||.|923|Circuit Court Satellite|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1977
126423|CA0200| $27,976.00 |10710|Security & Parking Off 2-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1976
126907|SR0802| $17,833.42 |00220|Specialized Skills Instr|040|Parks|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1963
126908|TG062M| $32,291.24 |07329|Maint & Repair Worker 3|040|Parks|F|Full Time|008|Service Maintenance|F|01|White (Not of Hispanic Origin)|1962
126910|SR1200| $58,511.25 |07415|Treatment Plant Asst Mgr|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1978
126978|TG0701| $31,803.11 |06827|Equip Operator 2|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1958
127688|CA0200| $33,280.00 |10673|Housekeeping Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|F|01|White (Not of Hispanic Origin)|1960
127689|CA0700| $62,483.20 |06762|Cvn Ctr Accountant|071|Convention Center Authority|F|Full Time|002|Professionals|M|02|Black|1982
127690|CA0700| $51,875.20 |10703|Set up Mgr-MCC|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1965
128026|CA0600| $43,680.00 |10675|Set Up Staff Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1977
129342|SR0901| $39,821.99 |07785|Info Systems App Tech 2|015|Finance|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1984
129343|CA0300| $39,520.00 |10690|Security & Parking Supv-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1946
129384|TG1202| $41,868.82 |06224|Indust Electrician 1|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1968
129421|SR0401| $17,334.72 |06084|Concessions Clerk 1|040|Parks|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1994
129802|CA0300| $38,292.80 |10687|Warehouse Coord-MCC|071|Convention Center Authority|F|Full Time|007|Skilled Craft Workers|F|01|White (Not of Hispanic Origin)|1962
129803|CA0100| $22,880.00 |10672|Housekeeping-Convention Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|F|02|Black|1957
129804|CA0200| $27,976.00 |10710|Security & Parking Off 2-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
130061|NS| $12,570.85 |09020|Seasonal/Part-time/Temporary|038|Health|P|Part Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1993
130062|SR1000| $46,361.41 |10151|Finance Officer 2|038|Health|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1987
130300|SR0602| $29,995.23 |07751|Police Security Guard 1|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1968
130701|NS| $28,614.50 |06787|Deputy Clerk 1|018|County Clerk|F|Full Time|006|Administrative Support|F|02|Black|1961
130708|CA0800| $60,507.20 |07270|Cvn Ctr Event Mgr|071|Convention Center Authority|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1968
130709|CA0200| $27,976.00 |10710|Security & Parking Off 2-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1951
130710|CA0400| $35,413.60 |10684|Event Coord-MCC|071|Convention Center Authority|F|Full Time|002|Professionals|M|02|Black|1988
130714|CA0400| $41,641.60 |10691|Guest Exp Mgr-MCC|071|Convention Center Authority|F|Full Time|006|Administrative Support|F|02|Black|1971
130715|CA0100| $24,024.00 |10674|Set Up Staff-Convention Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1990
130794|SR0802| $37,153.40 |10124|Office Support Spec 2|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1964
130892|SR0506| $30,269.23 |10121|Office Support Rep 2|027|General Sessions Court|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1982
131000|CA0200| $33,280.00 |10731|Engineering Tech 1-MCC|071|Convention Center Authority|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1968
131025|SR1300| $65,696.27 |10108|Finance Admin|015|Finance|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1982
131710|SR1002| $45,452.36 |07300|Engineering Tech 3|065|Water Services|F|Full Time|003|Technicians|F|02|Black|1957
131711|SR1002| $45,452.36 |07300|Engineering Tech 3|065|Water Services|F|Full Time|003|Technicians|M|02|Black|1953
131712|SR0602| $29,995.23 |10122|Office Support Rep 3|065|Water Services|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1959
131713|SR1300| $71,094.10 |07295|Engineer 2|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1976
131714|TG0802| $34,924.61 |07303|Equip Operator 3|065|Water Services|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1953
131724|SP0102| $8,484.84 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|M|02|Black|1947
132251|CA0200| $27,976.00 |10710|Security & Parking Off 2-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|M|02|Black|1967
132252|CA0200| $29,640.00 |10683|Shipping & Rec Clerk-MCC|071|Convention Center Authority|F|Full Time|006|Administrative Support|M|02|Black|1980
132256|TG042M| $28,563.54 |07328|Maint & Repair Worker 2|040|Parks|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
132265|MAC01A| $24,172.43 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1989
132412|SR1102| $50,051.76 |10130|Police Crisis Counselor 2|031|Police|F|Full Time|002|Professionals|F|04|Asian or Pacific Islander|1963
132463|TG0802| $34,924.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1971
132464|TG0802| $34,924.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1974
132469|SR0701| $32,356.77 |02870|Legal Secretary 1|019|District Attorney|F|Full Time|006|Administrative Support|F|02|Black|1969
132771|CO0101| $32,356.77 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
132879|CA0600| $43,680.00 |10675|Set Up Staff Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1987
132883|CA0200| $29,999.84 |10686|Signage & Graphics-MCC|071|Convention Center Authority|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1988
132884|CA0700| $52,000.00 |10676|Engineering Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1976
132885|CA0600| $42,390.40 |10675|Set Up Staff Supv-Conv Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1982
132886|CA0300| $40,560.00 |10690|Security & Parking Supv-MCC|071|Convention Center Authority|F|Full Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1974
132887|CA0800| $67,121.60 |07270|Cvn Ctr Event Mgr|071|Convention Center Authority|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1963
132893|SR1100| $57,106.48 |10476|Information Sys Oper Anal 2|014|Information Technology Service|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1974
133252|CA0200| $27,976.00 |10710|Security & Parking Off 2-MCC|071|Convention Center Authority|F|Full Time|004|Protective Service Workers|F|02|Black|1992
133254|CA0500| $41,371.20 |10698|Sustainablity Coord-MCC|071|Convention Center Authority|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1987
133333|SR0600| $30,595.14 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|02|Black|1987
133542|SR0502| $15,282.38 |06771|Nutrition Site Coord|037|Social Services|P|Part Time|005|Para-Professional|F|02|Black|1984
133984|| $33,600.00 ||.|909|Register of Deeds|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1958
133985|| $33,228.00 ||.|923|Circuit Court Satellite|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1986
133986|SR1002| $45,452.36 |10151|Finance Officer 2|065|Water Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1956
134132|SR0702| $16,049.28 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1953
134328|SR0602| $29,995.23 |10613|Security Officer 1|030|Sheriff|F|Full Time|006|Administrative Support|F|02|Black|1990
134332|CA0400| $34,320.00 |10665|Adm Asst/Events-Conv Center|071|Convention Center Authority|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1961
134603|MAC01A| $24,656.32 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1971
134718|CA0100| $24,024.00 |10674|Set Up Staff-Convention Ctr|071|Convention Center Authority|F|Full Time|008|Service Maintenance|M|02|Black|1983
134742|SR0600| $30,595.14 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1989
134743|SR0700| $34,104.43 |06481|Home Economist|038|Health|F|Full Time|002|Professionals|F|02|Black|1986
134744|SR0600| $30,595.14 |10122|Office Support Rep 3|038|Health|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1978
134766|SR1200| $54,550.85 |10551|Internal Auditor 2|048|Internal Audit|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1981
134862|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
134864|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
134865|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
134867|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
134868|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
134869|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1990
134870|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1984
134871|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1987
134872|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
134874|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
