Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
SR1103,51665.92,07756,Technical Specialist 1,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,01/16/2013,N,SUMNER
SR0703,34514.67,06880,Recreation Leader,Parks,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1989,01/08/2013,N,DAVIDSON
SR0804,39550.12,04949,Social Worker 1,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,01/14/2013,N,DAVIDSON
SR1200,58511.25,07415,Treatment Plant Asst Mgr,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,01/12/2013,Y,RUTHERFORD
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1980,01/08/2013,N,DAVIDSON
TG0901,35309.15,07402,Signal Tech 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1961,01/22/2013,N,SUMNER
CA0100,23899.2,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1990,01/23/2013,N,DAVIDSON
NS,48000.16,07244,Admin Svcs Officer 3,State Trial Courts,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,01/07/2013,Y,DAVIDSON
HD0300,34836.73,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,01/28/2013,N,RUTHERFORD
SR0700,34104.43,06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1986,01/28/2013,N,DAVIDSON
SR1000,32916.6,01463,Dental Hygienist 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,01/31/2013,Y,WILSON
SR0503,13288.7,06085,Concessions Clerk 2,Parks,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1980,01/25/2013,N,DAVIDSON
SR0800,42785.77,06631,Food Inspector 1,Health,Full Time,001,Officials and Administrators,F,03,Hispanic,1965,02/01/2013,N,WILLIAMSON
SR0800,35955.04,01843,Environmentalist 1,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1982,02/01/2013,N,DAVIDSON
SR1002,45452.36,07244,Admin Svcs Officer 3,Arts Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,01/29/2013,Y,DAVIDSON
NS,35148,,.,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1965,02/01/2013,N,DAVIDSON
SR1200,53250,04400,Appraiser 4,Assessor of Property,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,01/22/2013,N,DAVIDSON
SR0901,39821.99,10119,Office Support Mgr,Assessor of Property,Full Time,006,Administrative Support,F,02,Black,1977,01/22/2013,N,DAVIDSON
TG0802,34923.2,06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1961,02/02/2013,N,DAVIDSON
TG0502,29631.63,06826,Equip Operator 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1993,02/04/2013,N,DAVIDSON
NS,32378.5,07378,Program Spec 1,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,02/04/2013,N,DAVIDSON
ET0301,39821.99,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1989,02/04/2013,N,DAVIDSON
ET0301,39821.99,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1979,02/04/2013,N,DAVIDSON
ET0301,39821.99,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1990,02/04/2013,N,DAVIDSON
SR1200,54548.7,10152,Finance Officer 3,Human Resources,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1953,02/12/2013,Y,WILSON
SR1100,48437.6,07376,Program Mgr 1,Human Relations Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1983,02/11/2013,Y,DAVIDSON
CA0400,44886.4,10734,Network Tech 2-MCC,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,02/04/2013,N,SMITH
SR1300,65326.56,10552,Sr Internal Auditor,Internal Audit,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,02/11/2013,Y,DAVIDSON
SR0702,33435.72,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1988,02/16/2013,N,DAVIDSON
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1978,03/01/2013,N,RUTHERFORD
CO0102,33435.72,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,03/01/2013,N,RUTHERFORD
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,03/01/2013,N,SUMNER
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2013,N,DAVIDSON
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1987,03/01/2013,N,DAVIDSON
CO0102,33435.72,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2013,N,RUTHERFORD
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1981,03/01/2013,N,DAVIDSON
CO0201,35955.04,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,03/01/2013,N,RUTHERFORD
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1984,03/01/2013,N,DAVIDSON
SR0901,39821.99,10638,Sheriff Education Coord,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1978,03/01/2013,N,MAURY
CO0202,37153.4,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,03/01/2013,N,HICKMAN
CO0201,35955.04,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,03/01/2013,N,DAVIDSON
CO0201,35955.04,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1983,03/01/2013,N,DAVIDSON
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,03/01/2013,N,RUTHERFORD
CO0102,33435.72,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,03/01/2013,N,DAVIDSON
CO0201,35955.04,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1990,03/01/2013,N,HARDIN
CO0201,35955.04,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,31,Two or More Races,1987,03/01/2013,N,DAVIDSON
SR0509,25880.4,10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,02/22/2013,N,WILSON
SR0509,25880.4,10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,02/22/2013,N,WILSON
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1988,02/20/2013,N,DAVIDSON
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,02/20/2013,N,DAVIDSON
CA0700,53560,10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,02,Black,1969,02/19/2013,N,DAVIDSON
SR0603,30963.3,03440,Equip & Supply Clerk 2,Fire,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1976,02/16/2013,N,WILSON
SR0603,30963.3,03440,Equip & Supply Clerk 2,Fire,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,02/16/2013,N,CHEATHAM
TG0803,36349.64,06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1962,02/16/2013,N,SUMNER
SR0401,23113.2,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,02/18/2013,N,DAVIDSON
CA0400,39000,10696,Adm Asst/Finance-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1956,02/25/2013,N,DAVIDSON
TG0503,30853.08,04160,Sanitation Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1974,02/19/2013,N,SUMNER
TG0802,34924.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1993,02/19/2013,N,RUTHERFORD
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,02/19/2013,N,DAVIDSON
RP1001,14632.8,09102,Part Time Worker 3,Parks,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1996,02/23/2013,N,DAVIDSON
NS,63000,,.,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1977,03/01/2013,N,DAVIDSON
CA0200,29640,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,03/04/2013,N,RUTHERFORD
SR0802,17833.42,00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,03/05/2013,N,DAVIDSON
TG062M,32291.24,07329,Maint & Repair Worker 3,Parks,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1962,03/01/2013,N,WILSON
SR1200,58511.25,07415,Treatment Plant Asst Mgr,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,03/02/2013,Y,RUTHERFORD
TG0702,33250.76,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1958,09/13/2014,Y,DAVIDSON
CA0200,35110.4,10673,Housekeeping Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1960,03/11/2013,N,DAVIDSON
CA0700,62483.2,06762,Cvn Ctr Accountant,Convention Center Authority,Full Time,002,Professionals,M,02,Black,1982,03/14/2013,Y,DAVIDSON
CA0700,51875.2,10703,Set up Mgr-MCC,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1965,03/11/2013,Y,WILSON
CA0600,44886.4,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1977,03/11/2013,N,DAVIDSON
SR0901,39821.99,07785,Info Systems App Tech 2,Finance,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1984,03/18/2013,N,
CA0300,39520,10690,Security & Parking Supv-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1946,03/18/2013,N,SUMNER
TG1202,41868.82,06224,Indust Electrician 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,03/16/2013,N,RUTHERFORD
SR0401,17334.72,06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1994,03/19/2013,N,DAVIDSON
CA0300,38292.8,10687,Warehouse Coord-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1962,03/18/2013,Y,ROBERTSON
CA0100,22880,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1957,03/18/2013,N,DAVIDSON
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,03/18/2013,N,WILLIAMSON
NS,12570.85,09020,Seasonal/Part-time/Temporary,Health,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1993,03/18/2013,N,DAVIDSON
SR1000,46361.41,10151,Finance Officer 2,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,03/20/2013,N,DAVIDSON
SR0602,29995.23,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,02,Black,1968,04/01/2013,N,DAVIDSON
NS,28614.5,06787,Deputy Clerk 1,County Clerk,Full Time,006,Administrative Support,F,02,Black,1961,03/18/2013,N,DAVIDSON
CA0800,60507.2,07270,Cvn Ctr Event Mgr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,03/26/2013,Y,WILSON
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1951,03/20/2013,N,DAVIDSON
CA0400,35413.6,10684,Event Coord-MCC,Convention Center Authority,Full Time,002,Professionals,M,02,Black,1988,03/25/2013,Y,DAVIDSON
CA0400,41641.6,10691,Guest Exp Mgr-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1971,03/18/2013,Y,DAVIDSON
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1990,03/18/2013,N,DAVIDSON
SR0802,37153.4,10124,Office Support Spec 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,04/01/2013,N,WILSON
SR0506,30269.23,10121,Office Support Rep 2,General Sessions Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1982,04/01/2013,N,CHEATHAM
CA0200,33280,10731,Engineering Tech 1-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,07/21/2014,N,ROBERTSON
SR1300,65696.27,10108,Finance Admin,Finance,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,04/01/2013,Y,WILSON
SR1002,45452.36,07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,F,02,Black,1957,03/30/2013,N,DAVIDSON
SR1002,45452.36,07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1953,03/30/2013,N,DAVIDSON
SR0602,29995.23,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1959,03/30/2013,N,DAVIDSON
SR1300,71094.1,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,03/30/2013,Y,WILLIAMSON
TG0802,34924.61,07303,Equip Operator 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1953,03/30/2013,N,DAVIDSON
SP0102,8484.84,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1947,04/01/2013,N,DAVIDSON
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,02,Black,1967,04/01/2013,N,DAVIDSON
CA0200,29640,10683,Shipping & Rec Clerk-MCC,Convention Center Authority,Full Time,006,Administrative Support,M,02,Black,1980,04/01/2013,N,DAVIDSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,04/01/2013,N,DAVIDSON
MAC01A,24171.68,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,04/01/2013,N,DAVIDSON
SR1102,50051.76,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1963,12/16/2013,Y,DAVIDSON
TG0802,34924.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,04/01/2013,N,WILSON
TG0802,34924.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1974,04/01/2013,N,DAVIDSON
SR0701,32356.77,02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,02,Black,1969,04/08/2013,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,03/01/2015,N,SUMNER
CA0600,43680,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1987,04/01/2013,N,DAVIDSON
CA0200,29999.84,10686,Signage & Graphics-MCC,Convention Center Authority,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1988,03/26/2013,N,DAVIDSON
CA0700,52000,10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,04/08/2013,N,
CA0600,42390.4,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1982,04/08/2013,N,WILSON
CA0300,40560,10690,Security & Parking Supv-MCC,Convention Center Authority,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1974,04/01/2013,N,WILSON
CA0800,67121.6,07270,Cvn Ctr Event Mgr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,04/08/2013,Y,DAVIDSON
SR1100,57106.48,10476,Information Sys Oper Anal 2,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,04/08/2013,Y,WILLIAMSON
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,F,02,Black,1992,04/01/2013,N,DAVIDSON
CA0500,41371.2,10698,Sustainablity Coord-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,04/01/2013,Y,WILLIAMSON
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1987,03/30/2013,N,DAVIDSON
SR0502,15282.38,06771,Nutrition Site Coord,Social Services,Part Time,005,Para-Professional,F,02,Black,1984,04/08/2013,N,DAVIDSON
NS,33600,,.,Register of Deeds,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,04/16/2013,N,WILSON
NS,33228,,.,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1986,04/16/2013,N,DAVIDSON
SR1002,45452.36,10151,Finance Officer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1956,04/13/2013,N,SUMNER
SR0702,16049.28,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1953,04/16/2013,N,DAVIDSON
SR0602,29995.23,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1990,04/22/2013,N,DAVIDSON
CA0400,34320,10665,Adm Asst/Events-Conv Center,Convention Center Authority,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,04/15/2013,N,DAVIDSON
MAC01A,24656.32,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,07/01/2013,N,DAVIDSON
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1983,04/22/2013,N,DAVIDSON
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,04/18/2013,N,DAVIDSON
SR0700,34104.43,06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1986,04/13/2013,N,DAVIDSON
SR0600,30595.14,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1978,04/22/2013,N,DAVIDSON
SR1200,54550.85,10551,Internal Auditor 2,Internal Audit,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,04/22/2013,N,DAVIDSON
PS0401,47580.54,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,05/01/2013,N,DAVIDSON
PS0401,44887.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,05/01/2013,N,SUMNER
