Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
CO0202,38082.24,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,3/1/2013,N
CO0202,38082.24,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,3/1/2013,N
CO0201,36853.44,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1983,3/1/2013,N
CO0103,35377.54,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,11/15/2015,N
CO0103,35377.54,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,3/1/2013,N
SR0608,36698.74,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,M,02,Black,1990,3/1/2013,N
CO0202,38082.24,06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,31,Two or More Races,1987,3/1/2013,N
SR0509,26527.41,10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,2/22/2013,N
SR0509,26527.41,10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,2/22/2013,N
MAC01A,24776.74,10250,Teacher Asst,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1988,2/20/2013,N
MAC01A,24776.74,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,2/20/2013,N
CA0700,53560,10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,02,Black,1969,2/19/2013,N
PS0301,41539.89,06850,Emerg Medical Tech 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,2/16/2013,N
SR0603,31737.38,03440,Equip & Supply Clerk 2,Fire,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,2/16/2013,N
TG1101,39576.89,06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1962,2/16/2013,N
SR0401,23691.03,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,2/18/2013,N
CA0400,40955.2,10696,Adm Asst/Finance-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1956,2/25/2013,N
TG0802,35797.73,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1993,2/19/2013,N
TG042M,29277.63,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,2/19/2013,N
RP1002,15272.4,09102,Part Time Worker 3,Parks,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1996,2/23/2013,N
NS,64584,,                             .,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1977,3/1/2013,N
CA0200,29640,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,3/4/2013,N
SR0803,18868.76,00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,3/5/2013,N
TG0704,36725.12,06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1962,3/1/2013,N
SR1200,61172.8,07415,Treatment Plant Asst Mgr,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,3/2/2013,Y
TG0702,34082.03,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1958,9/13/2014,Y
SR0501,13025.38,10755,Call Center Operator-DCSO,Sheriff,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,9/23/2015,N
CA0200,35110.4,10673,Housekeeping Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1960,3/11/2013,N
CA0700,64521.6,06762,Cvn Ctr Accountant,Convention Center Authority,Full Time,002,Professionals,M,02,Black,1982,3/14/2013,Y
CA0700,55060,10703,Set up Mgr-MCC,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1965,3/11/2013,Y
CA0600,44886.4,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1977,3/11/2013,N
SR0902,42178.09,07785,Info Systems App Tech 2,Finance,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1984,3/18/2013,N
CA0300,40164.8,10690,Security & Parking Supv-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1946,3/18/2013,N
TG1203,44631.23,06224,Indust Electrician 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,3/16/2013,N
SR0402,18361.2,06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1994,3/19/2013,N
CA0300,40124,10687,Warehouse Coord-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1962,3/18/2013,Y
CA0100,24128,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1957,3/18/2013,N
CA0200,29806.4,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,3/18/2013,N
SR1000,48470.85,10151,Finance Officer 2,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,3/20/2013,N
SR0603,31737.38,07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,02,Black,1968,4/1/2013,N
NS,29916.46,06787,Deputy Clerk 1,County Clerk,Full Time,006,Administrative Support,F,02,Black,1961,3/18/2013,N
CA0800,62316.8,07270,Cvn Ctr Event Mgr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,3/26/2013,Y
CA0200,29806.4,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1951,3/20/2013,N
CA0400,42889.6,10691,Guest Exp Mgr-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1971,3/18/2013,Y
SR0901,40817.54,07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,4/1/2013,N
SR0201,9468.37,05070,Library Page,Public Library,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,12/6/2015,N
CA0600,43680,10732,Engineering Tech 2-MCC,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1968,7/21/2014,N
SR1300,69358.84,10108,Finance Admin,Finance,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,4/1/2013,Y
SR1003,48091.29,07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,F,02,Black,1957,3/30/2013,N
SR1003,48091.29,07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1953,3/30/2013,N
SR0702,34271.61,10123,Office Support Spec 1,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1959,3/30/2013,N
SR1300,74328.88,07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,3/30/2013,Y
TG0803,37258.38,07303,Equip Operator 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1953,3/30/2013,N
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1947,4/1/2013,N
CA0200,29515.2,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,02,Black,1967,4/1/2013,N
CA0200,31428.8,10683,Shipping & Rec Clerk-MCC,Convention Center Authority,Full Time,006,Administrative Support,M,02,Black,1980,4/1/2013,N
TG042M,29277.63,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,4/1/2013,N
MAC01A,24775.97,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,4/1/2013,N
SR1102,51303.05,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1963,12/16/2013,Y
TG0803,37258.38,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,4/1/2013,N
TG0803,37258.38,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1974,4/1/2013,N
SR0702,34271.61,02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,02,Black,1969,4/8/2013,N
CO0101,33165.69,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,3/1/2015,N
CA0600,45198.4,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1987,4/1/2013,N
CA0400,40000,10694,Communications Coord-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,3/26/2013,Y
CA0700,53560,10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,4/8/2013,N
CA0600,43264,10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1982,4/8/2013,N
CA1100,85000,10626,Dir Event Srvs-Convention Cent,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,4/8/2013,Y
SR1100,59904.7,10476,Information Sys Oper Anal 2,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,4/8/2013,Y
CA0200,27976,10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,F,02,Black,1992,4/1/2013,N
CA0500,34178.56,10698,Sustainablity Coord-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,4/1/2013,N
SR0600,31987.22,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1987,3/30/2013,N
SR0503,16169.21,06771,Nutrition Site Coord,Social Services,Part Time,005,Para-Professional,F,02,Black,1984,4/8/2013,N
NS,34068,,                             .,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1986,4/16/2013,N
SR1003,48091.29,10151,Finance Officer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1956,4/13/2013,N
SR0703,16980.79,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1953,4/16/2013,N
SR0701,33165.69,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1990,4/22/2013,N
CA0400,34590.4,10665,Adm Asst/Events-Conv Center,Convention Center Authority,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,4/15/2013,N
MAC01A,25272.73,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,7/1/2013,N
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1983,4/22/2013,N
SR0700,34386.26,10123,Office Support Spec 1,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,4/18/2013,N
SR0700,35656.18,06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1986,4/13/2013,N
SR0600,31987.22,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1978,4/22/2013,N
SR1200,58175.87,10551,Internal Auditor 2,Internal Audit,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,4/22/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/1/2013,N
PS0402,48968.98,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1984,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1988,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/2013,N
PS0402,48968.98,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,5/1/2013,N
PS0402,47542.7,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/2013,N
PS0402,50395.26,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,5/1/2013,N
SR0902,42178.09,02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,4/29/2013,Y
SR0203,10094.16,05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1965,4/29/2013,N
SR0701,33165.69,10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,F,02,Black,1981,5/1/2013,N
CA0600,64065.6,10636,Mgr of Marketing/PR-Conv Ctr,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1986,4/29/2013,Y
PD0100,55515.97,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,4/29/2013,Y
SR1200,57875.12,10551,Internal Auditor 2,Internal Audit,Full Time,002,Professionals,F,02,Black,1979,5/6/2013,N
HD0600,67921.95,06489,Public Hlth Nurse Practitioner,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,5/6/2013,Y
SR0600,31987.22,10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,M,03,Hispanic,1989,5/8/2013,N
NS,14053.48,09020,Seasonal/Part-time/Temporary,County Clerk,Part Time,006,Administrative Support,F,02,Black,1948,5/6/2013,N
SP0100,9822.27,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1946,5/7/2013,N
SR0803,39310.55,10464,Water Quality Analyst 1,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,5/11/2013,N
SR0601,29752.84,07768,Circulation Supv,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,5/13/2013,N
SR0503,16177.04,06771,Nutrition Site Coord,Social Services,Part Time,005,Para-Professional,F,02,Black,1979,5/13/2013,N
SR0803,39310.55,10102,Application Tech 2,Parks,Full Time,006,Administrative Support,F,02,Black,1962,5/17/2013,N
HD0300,34306.61,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,5/11/2013,N
SR1500,93743.8,10386,Bureau Director,Health,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1976,5/22/2013,Y
SR0702,34271.61,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1990,5/28/2013,N
NS,0,01743,Election Commissioner,Election Commission,Part Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1967,4/15/2013,N
PS0502,54089.31,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/16/2013,N
PS0502,52513.89,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1980,5/16/2013,N
PS0502,52513.89,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,5/16/2013,N
PS0502,52513.89,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/16/2013,N
PS0503,54207.74,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,5/16/2013,N
PS0503,54207.74,07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,5/16/2013,N
PS0503,54207.74,07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,5/16/2013,N
